Назва поля,Тип [1]_,Формат,Опис
**ram:AssociatedReferencedDocument** (TypeCode=723),,,"Супровідні документи на вантаж. Документ, що підтверджує охоронні послуги (закінчення блоку)"
**ram:AssociatedReferencedDocument** (TypeCode=290),O,,Супровідні документи на вантаж. Запис про передачу права на пред'явлення претензії (початок блоку)
ram:TypeCode,M,string,Тип 290 - використовується при зазначенні передачі права предʼявлення претензії (`довідник кодів документів МІУ <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__ + `довідник внутрішніх кодів документів EDIN <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/ETTN/TTN_doc_codes.html>`__)
ram:Remarks,O,string,"UUID супровідного документа"
**ram:FormattedIssueDateTime**,O,,Дата складання документа (початок блоку)
qdt:DateTimeString,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час складання супровідного документа
**ram:FormattedIssueDateTime**,,,Дата складання документа (закінчення блоку)
**ram:AssociatedReferencedDocument** (TypeCode=290),,,Супровідні документи на вантаж. Запис про передачу права на пред'явлення претензії (закінчення блоку)
**ram:AssociatedReferencedDocument** (TypeCode=916),O,,Супровідні документи на вантаж. Коригуючі акти (початок блоку)
ram:TypeCode,M,string,"Тип 916 - використовується при формуванні актів, для вказання попередньої транзакції поточного акту (`довідник кодів документів МІУ <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__ + `довідник внутрішніх кодів документів EDIN <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/ETTN/TTN_doc_codes.html>`__)"
ram:ID,M,string,"Номер акта"
ram:Remarks,O,string,"UUID супровідного документа"
**ram:FormattedIssueDateTime**,O,,Дата складання документа (початок блоку)
qdt:DateTimeString,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час складання супровідного документа
**ram:FormattedIssueDateTime**,,,Дата складання документа (закінчення блоку)
**ram:AssociatedReferencedDocument** (TypeCode=916),,,Супровідні документи на вантаж. Коригуючі акти (закінчення блоку)
**ram:AssociatedReferencedDocument**,O,,Інші супровідні документи (початок блоку)
ram:TypeCode,O,string,"Тип 

* код 730 використовується для вказання попередніх транзакцій типу е-ТТН
* код 730 також використовується при створенні актів для вказання е-ТТН до якого створюється акт
* код 916 використовується при формуванні актів, для вказання попередньої транзакції поточного акту
* код 723 при зазначенні документа, що підтверджує надання спеціальних охоронних послуг
* код 290 при зазначенні передачі права предʼявлення претензії
* код 119 при операціях з актом навантаження на проміжному складі, для зазначення попереднього акту розвантаження на цьому ж складі

(`довідник кодів документів МІУ <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__ + `довідник внутрішніх кодів документів EDIN <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/ETTN/TTN_doc_codes.html>`__)"
ram:ID,O,string,"Номер документа"
ram:Remarks,O,string,"UUID супровідного документа"
**ram:FormattedIssueDateTime**,O,,Дата складання документа (початок блоку)
qdt:DateTimeString,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час складання супровідного документа
**ram:FormattedIssueDateTime**,,,Дата складання документа (закінчення блоку)
**ram:AssociatedReferencedDocument**,,,Інші супровідні документи (закінчення блоку)
**ram:DeliveryTransportEvent**,M,,Розвантажувальні роботи (початок блоку)
**ram:ActualOccurrenceDateTime**,O,,Дата і час прибуття автомобіля на розвантаження (початок блоку)
udt:DateTime,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час
**ram:ActualOccurrenceDateTime**,,,Дата і час прибуття автомобіля на розвантаження (закінчення блоку)
**ram:ScheduledOccurrenceDateTime**,O,,Дата і час вибуття автомобіля з-під розвантаження (початок блоку)
udt:DateTime,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час
**ram:ScheduledOccurrenceDateTime**,,,Дата і час вибуття автомобіля з-під розвантаження (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CN),M,,Інформація про відповідальних осіб Вантажоодержувача (початок блоку)
ram:Name,M,string,Посада матеріально відповідальної особи вантажоодержувача
ram:RoleCode,M,string,Роль учасника (Вантажоодержувач - CN). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,ПІБ матеріально відповідальної особи вантажоодержувача
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП матеріально відповідальної особи вантажоодержувача (початок блоку)"
schemeAgencyID,M,string,РНОКПП
value,M,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП матеріально відповідальної особи вантажоодержувача (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=CN),,,Інформація про відповідальних осіб Вантажоодержувача (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=DR),M,,Інформація про водія Перевізника
ram:Name,M,string,"Посада водія, що здав вантаж"
ram:RoleCode,M,string,Роль учасника (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ водія, що здав вантаж"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП водія (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП водія (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=DR),,,Інформація про водія Перевізника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CA),O,,Інформація про відповідальних осіб Перевізника
ram:Name,M,string,"Посада відповідальної особи Перевізника"
ram:RoleCode,M,string,Роль учасника (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Перевізника"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=CA),,,Інформація про відповідальних осіб Перевізника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=FW),O,,Інформація про відповідальних осіб Експедитора (початок блоку)
ram:Name,M,string,"Посада відповідальної особи Експедитора"
ram:RoleCode,M,string,Роль учасника (Експедитор - FW). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Експедитора"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Експедитора (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Експедитора (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=FW),,,Інформація про відповідальних осіб Експедитора (закінчення блоку)
**ram:ApplicableNote** (з кодом GROSSWEIGHT),O,,"Маса брутто, кг (початок блоку)"
ram:ContentCode,O,string,Код GROSSWEIGHT
ram:Content,O,decimal,"Маса брутто отриманого вантажу в місці розвантаження в кілограмах"
**ram:ApplicableNote** (з кодом GROSSWEIGHT),,,"Маса брутто, кг (закінчення блоку)"
**ram:ApplicableNote** (з кодом DOWNTIME),O,,Час простою (початок блоку)
ram:ContentCode,O,string,Код DOWNTIME
ram:Content,O,unsignedByte,Час (години) простою під розвантаженням
**ram:ApplicableNote** (з кодом DOWNTIME),,,Час простою (закінчення блоку)
**ram:DeliveryTransportEvent**,,,Розвантажувальні роботи (закінчення блоку)
**ram:PickUpTransportEvent**,O,,Навантажувальні роботи (початок блоку)
**ram:ActualOccurrenceDateTime**,O,,Дата і час прибуття автомобіля під навантаження (початок блоку)
udt:DateTime,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час
**ram:ActualOccurrenceDateTime**,,,Дата і час прибуття автомобіля під навантаження (закінчення блоку)
**ram:ScheduledOccurrenceDateTime**,O,,Дата і час вибуття автомобіля з-під навантаження (початок блоку)
udt:DateTime,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час
**ram:ScheduledOccurrenceDateTime**,,,Дата і час вибуття автомобіля з-під навантаження (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CZ),M,,Інформація про відповідальних осіб Вантажовідправника (початок блоку)
ram:Name,M,string,"Посада матеріально відповідальної особи, яка відпускає вантаж"
ram:RoleCode,M,string,Роль учасника (Вантажовідправник - CZ). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ матеріально відповідальної особи, яка відпускає вантаж"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП матеріально відповідальної особи, яка відпускає вантаж (початок блоку)"
schemeAgencyID,M,string,РНОКПП
value,M,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП матеріально відповідальної особи, яка відпускає вантаж (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=CZ),,,Інформація про відповідальних осіб Вантажовідправника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=DR),M/O,,Інформація про водія Перевізника. Обов'язково має передаватись один з двох блоків: про Водія або про відповідальну особу Перевізника (початок блоку)
ram:Name,M,string,"Посада водія, що прийняв вантаж"
ram:RoleCode,M,string,Роль учасника (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ водія, що прийняв вантаж"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП водія (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП водія (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=DR),,,Інформація про водія Перевізника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CA),M/O,,Інформація про відповідальних осіб Перевізника. Обов'язково має передаватись один з двох блоків: про Водія або про відповідальну особу Перевізника (початок блоку)
ram:Name,M,string,"Посада відповідальної особи Перевізника"
ram:RoleCode,M,string,Роль учасника (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Перевізника"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=CA),,,Інформація про відповідальних осіб Перевізника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=FW),O,,Інформація про відповідальних осіб Експедитора (початок блоку)
ram:Name,M,string,"Посада відповідальної особи Експедитора"
ram:RoleCode,M,string,Роль учасника (Експедитор - FW). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Експедитора"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Експедитора (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Експедитора (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=FW),,,Інформація про відповідальних осіб Експедитора (закінчення блоку)
**ram:ApplicableNote** (з кодом GROSSWEIGHT),M,,"Маса брутто, кг (початок блоку)"
ram:ContentCode,M,string,Код GROSSWEIGHT
ram:Content,M,decimal,"Маса зданого/отриманого для перевезення вантажу в кілограмах"
**ram:ApplicableNote** (з кодом GROSSWEIGHT),,,"Маса брутто, кг (закінчення блоку)"
**ram:ApplicableNote** (з кодом DOWNTIME),O,,Час простою (початок блоку)
ram:ContentCode,O,string,Код DOWNTIME
ram:Content,O,unsignedByte,Час (години) простою під навантаженням
**ram:ApplicableNote** (з кодом DOWNTIME),,,Час простою (закінчення блоку)
**ram:PickUpTransportEvent**,,,Навантажувальні роботи (закінчення блоку)
**ram:IncludedSupplyChainConsignmentItem**,M,,Відомості про вантаж (початок блоку)
ram:SequenceNumeric,M,int,Порядковий номер рядка в таблиці
**ram:InvoiceAmount**,O,,"Загальна сума з ПДВ в грн (початок блоку)"
currencyID,M,string,Тризначний код валюти (UAH)
value,M,decimal,Значення
**ram:InvoiceAmount**,,,"Загальна сума з ПДВ в грн (закінчення блоку)"
**ram:GrossWeightMeasure**,M,,"Маса брутто вантажу по кожному рядку в кг (початок блоку)"
unitCode,M,string,`Код одиниці виміру <https://wiki.edin.ua/uk/latest/XML/units_edi.html>`__
value,M,decimal,Значення
**ram:GrossWeightMeasure**,,,"Маса брутто вантажу по кожному рядку в кг (закінчення блоку)"
**ram:TariffQuantity**,O,,"Ціна без ПДВ за одиницю в грн. Це можуть бути як гривні на кілограм (грн./кг), так і гривні на ящик (грн./ящик) - залежить від зазначеної одиниці виміру (початок блоку)"
unitCode,O,string,Код одиниці виміру («UAH»)
value,O,decimal,Значення
**ram:TariffQuantity**,,,"Ціна без ПДВ за одиницю в грн. Це можуть бути як гривні на кілограм (грн./кг), так і гривні на ящик (грн./ящик) - залежить від зазначеної одиниці виміру (закінчення блоку)"
**ram:GlobalID**,O,,Код УКТЗЕД продукції (початок блоку)
schemeAgencyID,O,string(min 4 - max 10),УКТЗЕД
value,O,string,Значення
**ram:GlobalID**,,,Код УКТЗЕД продукції (закінчення блоку)
**ram:NatureIdentificationTransportCargo**,M,,Найменування вантажу
ram:Identification,M,string,Найменування вантажу
**ram:NatureIdentificationTransportCargo**,,,Найменування вантажу
**ram:ApplicableTransportDangerousGoods**,O,,Клас небезпечних речовин (початок блоку)
ram:UNDGIdentificationCode,O,decimal,"Клас небезпечних речовин, до якого віднесено вантаж (у разі перевезення небезпечних вантажів). Код UNDG, 0 - якщо не використовується"
**ram:ApplicableTransportDangerousGoods**,,,Клас небезпечних речовин (закінчення блоку)
**ram:AssociatedReferencedLogisticsTransportEquipment**,O,,"Номер контейнера, в якому завантажено цей вантаж.
Використовуєься опційно для контейнерих перевезень і має відповідати даним тегу ram:UtilizedLogisticsTransportEquipment (початок блоку)"
ram: ID,O,string,Номер контейнера
**ram:AssociatedReferencedLogisticsTransportEquipment**,,,"Номер контейнера, в якому завантажено цей вантаж.
Використовуєься опційно для контейнерих перевезень і має відповідати даним тегу ram:UtilizedLogisticsTransportEquipment (закінчення блоку)"
**ram:AssociatedReferencedDocument**,O,,Документи з вантажем (початок блоку)
ram:ID,O,string,"Номер документа, який водій отримує від вантажовідправника і передає вантажоодержувачеві разом з вантажем (товарні, залізничні накладні, сертифікати, свідоцтва тощо)"
ram:Remarks,O,string,"UUID супровідного документа"
**ram:AssociatedReferencedDocument**,,,Документи з вантажем (закінчення блоку)
**ram:TransportLogisticsPackage**,O,,Транспортно-логістичний пакет. ВАЖЛИВО: в Україні дозволяється лише один LogisticsPackage для одного ConsignmentItem! (початок блоку)
ram:ItemQuantity,O,decimal,"Кількість місць, які визначаються за кожним найменуванням вантажу (це можуть бути ящики, кошики, мішки тощо; якщо вантаж упаковано на піддонах - вказують кількість піддонів)"
ram:TypeCode,O,string,Вид пакування (`Довідник видів упаковок <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#packaging-types>`__)
ram:Type,O,string,Одиниця виміру для ItemQuantity
**ram:PhysicalLogisticsShippingMarks**,O,,Маркування (початок блоку)
ram:Marking,O,string,"Назва транспортної упаковки (вільна назва), в якій перевозиться вантаж"
**ram:BarcodeLogisticsLabel**,O,,Штрихкод товару (початок блоку)
ram:ID,O,string,Штрихкод товару
**ram:BarcodeLogisticsLabel**,,,Штрихкод товару (закінчення блоку)
**ram:PhysicalLogisticsShippingMarks**,,,Маркування (закінчення блоку)
**ram:TransportLogisticsPackage**,,,Транспортно-логістичний пакет (закінчення блоку)
**ram:ApplicableNote** (з кодом VENDOR_CODE),O,,Артикул товару (початок блоку)
ram:ContentCode,O,string,Код VENDOR_CODE
ram:Content,O,string,Артикул товару
**ram:ApplicableNote** (з кодом VENDOR_CODE),,,Артикул товару (закінчення блоку)
**ram:ApplicableNote** (з кодом QUANTITY),O,,Кількість товару (початок блоку)
ram:ContentCode,O,string,Код QUANTITY
ram:Content,O,string,Кількість товару
**ram:ApplicableNote** (з кодом QUANTITY),,,Кількість товару (закінчення блоку)
**ram:ApplicableNote** (з кодом URL),O,,Посилання на документ (початок блоку)
ram:ContentCode,O,string,Код URL
ram:Content,O,string,Посилання на документ
**ram:ApplicableNote** (з кодом URL),,,Посилання на документ (закінчення блоку)
**ram:ApplicableNote** (з кодом BASE_UOM),O,,Одиниця виміру кількості (початок блоку)
ram:ContentCode,O,string,Код BASE_UOM
ram:Content,O,string,Одиниця виміру кількості товару для QUANTITY
**ram:ApplicableNote** (з кодом BASE_UOM),,,Одиниця виміру кількості (закінчення блоку)
**ram:ApplicableNote** (з кодом BUYER_CODE),O,,Артикул покупця (початок блоку)
ram:ContentCode,O,string,Код BUYER_CODE
ram:Content,O,string,Артикул покупця (використовується для ідентифікації товарної позиції при прийманні)
**ram:ApplicableNote** (з кодом BUYER_CODE),,,Артикул покупця (закінчення блоку)
**ram:ApplicableNote** (з кодом PRICE_WITH_VAT),O,,Ціна за одиницю з ПДВ (початок блоку)
ram:ContentCode,O,string,Код PRICE_WITH_VAT
ram:Content,O,string,Ціна за одиницю з ПДВ
**ram:ApplicableNote** (з кодом PRICE_WITH_VAT),,,Ціна за одиницю з ПДВ (закінчення блоку)
**ram:ApplicableNote** (з кодом SUM_WITHOUT_VAT),O,,Загальна сума без ПДВ (початок блоку)
ram:ContentCode,O,string,Код SUM_WITHOUT_VAT
ram:Content,O,string,Загальна сума без ПДВ
**ram:ApplicableNote** (з кодом SUM_WITHOUT_VAT),,,Загальна сума без ПДВ (закінчення блоку)
**ram:ApplicableNote** (з кодом RETURN_TARE),O,,"Ознака «зворотня тара» (початок блоку)"
ram:ContentCode,O,string,Код RETURN_TARE
ram:Content,O,string,"Ознака «зворотня тара»"
**ram:ApplicableNote** (з кодом RETURN_TARE),,,"Ознака «зворотня тара» (закінчення блоку)"
**ram:ApplicableNote** (з кодом NET_WEIGHT),O,,Маса нетто (початок блоку)
ram:ContentCode,O,string,Код NET_WEIGHT
ram:Content,O,string,Маса нетто
**ram:ApplicableNote** (з кодом NET_WEIGHT),,,Маса нетто (закінчення блоку)
**ram:ApplicableNote** (з кодом RTP_TYPE),O,,Тип транспортної упаковки (початок блоку)
ram:ContentCode,O,string,Код RTP_TYPE
ram:Content,O,string,"Тип транспортної упаковки, наприклад, контейнер"
**ram:ApplicableNote** (з кодом RTP_TYPE),,,Тип транспортної упаковки (закінчення блоку)
**ram:ApplicableNote** (з кодом RTP_NAME),O,,Назва транспортної упаковки (початок блоку)
ram:ContentCode,O,string,Код RTP_NAME
ram:Content,O,string,"Назва транспортної упаковки, наприклад, контейнер для перевезення сипучих речовин"
**ram:ApplicableNote** (з кодом RTP_NAME),,,Назва транспортної упаковки (закінчення блоку)
**ram:ApplicableNote** (з кодом RTP_QUANTITY),O,,Кількість транспортної упаковки (початок блоку)
ram:ContentCode,O,string,Код RTP_QUANTITY
ram:Content,O,string,Кількість транспортної упаковки (використовується для обліку оборотної тари)
**ram:ApplicableNote** (з кодом RTP_QUANTITY),,,Кількість транспортної упаковки (закінчення блоку)
**ram:IncludedSupplyChainConsignmentItem**,,,Відомості про вантаж (закінчення блоку)
**ram:UtilizedLogisticsTransportEquipment**,M,,Автомобіль (початок блоку)
ram:ID,M,string,"Реєстраційний номер автомобіля згідно з техпаспортом

* укр.номери: має відповідати одному з патернів для автомобільних номерних знаків
* єврономери: без валідації"
**ram:AffixedLogisticsSeal**,O,,Номер пломби (автомобіль) (початок блоку)
ram:ID,O,string,"Відбиток пломби, якою проводилося пломбування автомобіля"
**ram:AffixedLogisticsSeal**,,,Номер пломби (автомобіль) (закінчення блоку)
**ram:SettingTransportSettingTemperature**,O,,Інструкції з експлуатації (початок блоку)
**ram:MinimumValueMeasure**,O,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим від (початок блоку)"
unitCode,O,string,код одиниці виміру (CEL)
value,O,decimal,"Значення"
**ram:MinimumValueMeasure**,,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим від (закінчення блоку)"
**ram:MaximumValueMeasure**,O,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим до (початок блоку)"
unitCode,O,string,код одиниці виміру (CEL)
value,O,decimal,"Значення"
**ram:MaximumValueMeasure**,,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим до (закінчення блоку)"
**ram:SettingTransportSettingTemperature**,,,Інструкції з експлуатації (закінчення блоку)
**ram:ApplicableNote** (з кодом BRAND),M,,Марка автомобіля (початок блоку)
ram:ContentCode,M,string,Код BRAND
ram:Content,M,string,Марка автомобіля згідно з техпаспортом
**ram:ApplicableNote** (з кодом BRAND),,,Марка автомобіля (закінчення блоку)
**ram:ApplicableNote** (з кодом MODEL),M,,Модель автомобіля (початок блоку)
ram:ContentCode,M,string,Код MODEL
ram:Content,M,string,Модель автомобіля згідно з техпаспортом
**ram:ApplicableNote** (з кодом MODEL),,,Модель автомобіля (закінчення блоку)
**ram:ApplicableNote** (з кодом COLOR),O,,Колір автомобіля (початок блоку)
ram:ContentCode,O,string,Код COLOR
ram:Content,O,string,Колір автомобіля згідно з техпаспортом
**ram:ApplicableNote** (з кодом COLOR),,,Колір автомобіля (закінчення блоку)
**ram:ApplicableNote** (з кодом TYPE),M,,Тип (назва) автомобіля (початок блоку)
ram:ContentCode,O,string,Код TYPE
ram:Content,O,string,Тип автомобіля згідно з техпаспортом
**ram:ApplicableNote** (з кодом TYPE),,,Тип (назва) автомобіля (закінчення блоку)
**ram:UtilizedLogisticsTransportEquipment**,,,Автомобіль (закінчення блоку)
**ram:UtilizedLogisticsTransportEquipment** (CategoryCode=TE),O,,Причіп/напівпричіп (початок блоку)
ram:CategoryCode,M,string,Тип TE - Причіп/напівпричіп
ram:CharacteristicCode,M,string,"Код визначення Причіп/напівпричіп:

* 14 - Причіп
* 17 - Напівпричіп"
**ram:AffixedLogisticsSeal**,O,,Номер пломби (причіп/напівпричіп) (початок блоку)
ram:ID,O,string,"Відбиток пломби, якою проводилося пломбування причіпа/напівпричіпа"
**ram:AffixedLogisticsSeal**,,,Номер пломби (причіп/напівпричіп) (закінчення блоку)
**ram:SettingTransportSettingTemperature**,O,,Інструкції з експлуатації (початок блоку)
**ram:MinimumValueMeasure**,O,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим від (початок блоку)"
unitCode,O,string,код одиниці виміру (CEL)
value,O,decimal,"Значення"
**ram:MinimumValueMeasure**,,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим від (закінчення блоку)"
**ram:MaximumValueMeasure**,O,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим до (початок блоку)"
unitCode,O,string,код одиниці виміру (CEL)
value,O,decimal,"Значення"
**ram:MaximumValueMeasure**,,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим до (закінчення блоку)"
**ram:SettingTransportSettingTemperature**,,,Інструкції з експлуатації (закінчення блоку)
**ram:ApplicableNote** (з кодом BRAND),M,,Марка причіпа/напівпричіпа (початок блоку)
ram:ContentCode,M,string,Код BRAND
ram:Content,M,string,Марка причіпа/напівпричіпа згідно з техпаспортом
**ram:ApplicableNote** (з кодом BRAND),,,Марка причіпа/напівпричіпа (закінчення блоку)
**ram:ApplicableNote** (з кодом MODEL),M,,Модель причіпа/напівпричіпа (початок блоку)
ram:ContentCode,M,string,Код MODEL
ram:Content,M,string,Модель причіпа/напівпричіпа згідно з техпаспортом
**ram:ApplicableNote** (з кодом MODEL),,,Модель причіпа/напівпричіпа (закінчення блоку)
**ram:ApplicableNote** (з кодом COLOR),O,,Колір причіпа/напівпричіпа (початок блоку)
ram:ContentCode,O,string,Код COLOR
ram:Content,O,string,Колір причіпа/напівпричіпа згідно з техпаспортом
**ram:ApplicableNote** (з кодом COLOR),,,Колір причіпа/напівпричіпа (закінчення блоку)
**ram:ApplicableNote** (з кодом TYPE),M,,Тип (назва) причіпа/напівпричіпа (початок блоку)
ram:ContentCode,O,string,Код TYPE
ram:Content,O,string,Тип причіпа/напівпричіпа згідно з техпаспортом
**ram:ApplicableNote** (з кодом TYPE),,,Тип (назва) причіпа/напівпричіпа (закінчення блоку)
ram:ID,O,string,"Реєстраційний номер причіпа/напівпричіпа згідно з техпаспортом"
**ram:UtilizedLogisticsTransportEquipment** (CategoryCode=TE),,,Причіп/напівпричіп (закінчення блоку)
**ram:UtilizedLogisticsTransportEquipment** (CategoryCode=CN),O,,Контейнер (початок блоку)
ram:CategoryCode,M,string,Тип CN - Контейнер
ram:CharacteristicCode,M,string,"Тип контейнера:

* 21 - 20-футовий
* 23 - 40-футовий"
ram:ID,M,string,Ідентифікаційний номер контейнера
**ram:AffixedLogisticsSeal**,O,,Номер пломби (контейнер) (початок блоку)
ram:ID,O,string,"Відбиток пломби, якою проводилося пломбування контейнера"
**ram:AffixedLogisticsSeal**,,,Номер пломби (контейнер) (закінчення блоку)
**ram:SettingTransportSettingTemperature**,O,,Інструкції з експлуатації (початок блоку)
**ram:MinimumValueMeasure**,O,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим від (початок блоку)"
unitCode,O,string,код одиниці виміру (CEL)
value,O,decimal,"Значення"
