№ з/п,Параметр,Тип [1]_,Формат,Опис
3.,**includedSupplyChainConsignmentItems**.**tariffQuantity**.unitCode,O,string,Ціна без ПДВ за одиницю в грн. Це можуть бути як гривні на кілограм (грн./кг) так і гривні на ящик (грн./ящик) - залежить від зазначеної одиниці виміру. Код одиниці виміру («UAH»)
3.,**includedSupplyChainConsignmentItems**.**tariffQuantity**.value,O,decimal,Значення
3.,**includedSupplyChainConsignmentItems**.**globalID**.schemeAgencyID,O,string(min 4 - max 10),УКТЗЕД (код продукції)
3.,**includedSupplyChainConsignmentItems**.**globalID**.value,O,string,Значення
3.,**includedSupplyChainConsignmentItems**.**natureIdentificationTransportCargo**.identification,M,string,Найменування вантажу
3.,**includedSupplyChainConsignmentItems**.**applicableTransportDangerousGoods**.UNDGIdentificationCode,O,decimal,"Клас небезпечних речовин, до якого віднесено вантаж (у разі перевезення небезпечних вантажів). Код UNDG, 0 - якщо не використовується"
3.,**includedSupplyChainConsignmentItems**.**associatedReferencedLogisticsTransportEquipment**.id,O,string,"Номер контейнера, в якому завантажено цей вантаж. Використовуєься опційно для контейнерих перевезень і має відповідати даним тегу utilizedLogisticsTransportEquipments"
3.,**includedSupplyChainConsignmentItems**.**associatedReferencedDocuments**.id,O,string,"Номер документа, який водій отримує від вантажовідправника і передає вантажоодержувачеві разом з вантажем (товарні, залізничні накладні, сертифікати, свідоцтва тощо)"
3.,**includedSupplyChainConsignmentItems**.**associatedReferencedDocuments**.remarks,O,string,"UUID супровідного документа"
3.,**includedSupplyChainConsignmentItems**.**transportLogisticsPackage**.itemQuantity,O,decimal,"Кількість місць, які визначаються за кожним найменуванням вантажу (це можуть бути ящики, кошики, мішки тощо; якщо вантаж упаковано на піддонах - вказують кількість піддонів)"
3.,**includedSupplyChainConsignmentItems**.**transportLogisticsPackage**.typeCode,O,string,Вид пакування (`Довідник видів упаковок <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#packaging-types>`__)
3.,**includedSupplyChainConsignmentItems**.**transportLogisticsPackage**.type,O,string,Одиниця виміру для itemQuantity
3.,**includedSupplyChainConsignmentItems**.**transportLogisticsPackage**.**physicalLogisticsShippingMarks**.marking,O,string,"Назва транспортної упаковки (вільна назва), в якій перевозиться вантаж"
3.,**includedSupplyChainConsignmentItems**.**transportLogisticsPackage**.**physicalLogisticsShippingMarks**.**barcodeLogisticsLabel**.id,O,string,Штрихкод товару
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом VENDOR_CODE).contentCode,O,string,Код VENDOR_CODE
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом VENDOR_CODE).content,O,string,Артикул товару
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом QUANTITY).contentCode,O,string,Код QUANTITY
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом QUANTITY).content,O,string,Кількість товару
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом URL).contentCode,O,string,Код URL
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом URL).content,O,string,Посилання на документ
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом BASE_UOM).contentCode,O,string,Код BASE_UOM
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом BASE_UOM).content,O,string,Одиниця виміру кількості товару для QUANTITY
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом BUYER_CODE).contentCode,O,string,Код BUYER_CODE
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом BUYER_CODE).content,O,string,Артикул покупця (використовується для ідентифікації товарної позиції при прийманні)
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом PRICE_WITH_VAT).contentCode,O,string,Код PRICE_WITH_VAT
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом PRICE_WITH_VAT).content,O,string,Ціна за одиницю з ПДВ
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом SUM_WITHOUT_VAT).contentCode,O,string,Код SUM_WITHOUT_VAT
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом SUM_WITHOUT_VAT).content,O,string,Загальна сума без ПДВ
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом RETURN_TARE).contentCode,O,string,Код RETURN_TARE
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом RETURN_TARE).content,O,string,"Ознака «зворотня тара»"
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом NET_WEIGHT).contentCode,O,string,Код NET_WEIGHT
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом NET_WEIGHT).content,O,string,Маса нетто
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом RTP_TYPE).contentCode,O,string,Код RTP_TYPE
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом RTP_TYPE).content,O,string,"Тип транспортної упаковки, наприклад, контейнер"
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом RTP_NAME).contentCode,O,string,Код RTP_NAME
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом RTP_NAME).content,O,string,"Назва транспортної упаковки, наприклад, контейнер для перевезення сипучих речовин"
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом RTP_QUANTITY).contentCode,O,string,Код RTP_QUANTITY
3.,**includedSupplyChainConsignmentItems**.**applicableNotes**(з кодом RTP_QUANTITY).content,O,string,Кількість транспортної упаковки (використовується для обліку оборотної тари)
3.,**utilizedLogisticsTransportEquipments**.id,M,string,"Реєстраційний номер автомобіля згідно з техпаспортом

* укр.номери: має відповідати одному з патернів для автомобільних номерних знаків
* єврономери: без валідації"
3.,**utilizedLogisticsTransportEquipments**.**affixedLogisticsSeals**.id,O,string,"Номер пломби, якою проводилося пломбування автомобіля"
3.,**utilizedLogisticsTransportEquipments**.**handlingInstructions**.**applicableTransportSettingTemperature**.minimum,O,string,"Температурний режим, необхідний для перевезення вантажу. Мінімальне значення температури"
3.,**utilizedLogisticsTransportEquipments**.**handlingInstructions**.**applicableTransportSettingTemperature**.maximum,O,string,"Температурний режим, необхідний для перевезення вантажу. Максимальне значення температури"
3.,**utilizedLogisticsTransportEquipments**.**applicableNotes**(з кодом BRAND).contentCode,M,string,Код BRAND
3.,**utilizedLogisticsTransportEquipments**.**applicableNotes**(з кодом BRAND).content,M,string,Марка автомобіля згідно з техпаспортом
3.,**utilizedLogisticsTransportEquipments**.**applicableNotes**(з кодом MODEL).contentCode,M,string,Код MODEL
3.,**utilizedLogisticsTransportEquipments**.**applicableNotes**(з кодом MODEL).content,M,string,Модель автомобіля згідно з техпаспортом
3.,**utilizedLogisticsTransportEquipments**.**applicableNotes**(з кодом COLOR).contentCode,O,string,Код COLOR
3.,**utilizedLogisticsTransportEquipments**.**applicableNotes**(з кодом COLOR).content,O,string,Колір автомобіля згідно з техпаспортом
3.,**utilizedLogisticsTransportEquipments**.**applicableNotes**(з кодом TYPE).contentCode,O,string,Код TYPE
3.,**utilizedLogisticsTransportEquipments**.**applicableNotes**(з кодом TYPE).content,O,string,Тип автомобіля згідно з техпаспортом
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).id,O,string,"Реєстраційний номер причіпа/напівпричіпа згідно з техпаспортом"
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).categoryCode,M,string,Тип TE - Причіп/напівпричіп
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).characteristicCode,M,string,"Код визначення Причіп/напівпричіп:

* 14 - Причіп
* 17 - Напівпричіп"
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**affixedLogisticsSeals**.id,O,string,"Номер пломби, якою проводилося пломбування причіпа/напівпричіпа"
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**handlingInstructions**.**applicableTransportSettingTemperature**.minimum,O,string,"Температурний режим, необхідний для перевезення вантажу. Мінімальне значення температури"
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**handlingInstructions**.**applicableTransportSettingTemperature**.maximum,O,string,"Температурний режим, необхідний для перевезення вантажу. Максимальне значення температури"
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**applicableNotes**(з кодом BRAND).contentCode,M,string,Код BRAND
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**applicableNotes**(з кодом BRAND).content,M,string,Марка причіпа/напівпричіпа згідно з техпаспортом
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**applicableNotes**(з кодом MODEL).contentCode,M,string,Код MODEL
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**applicableNotes**(з кодом MODEL).content,M,string,Модель причіпа/напівпричіпа згідно з техпаспортом
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**applicableNotes**(з кодом COLOR).contentCode,O,string,Код COLOR
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**applicableNotes**(з кодом COLOR).content,O,string,Колір причіпа/напівпричіпа згідно з техпаспортом
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**applicableNotes**(з кодом TYPE).contentCode,O,string,Код TYPE
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=TE).**applicableNotes**(з кодом TYPE).content,O,string,Тип причіпа/напівпричіпа згідно з техпаспортом
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=CN).categoryCode,M,string,Тип CN - Контейнер
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=CN).characteristicCode,M,string,"Тип контейнера:

* 21 - 20-футовий
* 23 - 40-футовий"
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=CN).id,M,string,Ідентифікаційний номер контейнера
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=CN).**affixedLogisticsSeals**.id,O,string,"Номер пломби, якою проводилося пломбування контейнера"
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=CN).**handlingInstructions**.**applicableTransportSettingTemperature**.minimum,O,string,"Температурний режим, необхідний для перевезення вантажу. Мінімальне значення температури"
3.,**utilizedLogisticsTransportEquipments**(CategoryCode=CN).**handlingInstructions**.**applicableTransportSettingTemperature**.maximum,O,string,"Температурний режим, необхідний для перевезення вантажу. Максимальне значення температури"
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.id,M,string,Порядковий номер проміжного розвантаження події (події завжди нумеруються в порядку поступового зростання за принципом N+1)
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.typeCode,M,string,"Тип операції (розвантаження=5); завжди одне значення (5), оскільки використовується як планові пункти розвантаження"
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.description,O,string,Опис
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**occurrenceLogisticsLocation**.**id**.schemeAgencyID,M,string,Код КАТОТТГ складу тимчасового зберігання відповідно до Кодифікатора адміністративно-територіальних одиниць та територій територіальних громад
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**occurrenceLogisticsLocation**.**id**.value,M,string,Значення
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**occurrenceLogisticsLocation**.name,O,string,Найменування та адреса (Місцезнаходження складу)
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**occurrenceLogisticsLocation**.typeCode,M,string,"Тип операції (розвантаження=5); завжди одне значення (5), оскільки використовується як планові пункти розвантаження"
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**occurrenceLogisticsLocation**.description,O,string,Додаткова інформація складу тимчасового зберігання
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**id**.schemeAgencyID,M,string,"ЄДРПОУ підприємства (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж"
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**id**.value,M,decimal,Значення
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).name,M,string,"Повне найменування Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж"
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).roleCode,M,string,Роль учасника (Проміжний склад - WD). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**tradeContact**.personName,O,string,ПІБ відповідальні особи Проміжного складу
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**tradeContact**.**telephoneUniversalCommunication**.completeNumber,O,string,Основний телефон
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**tradeContact**.**mobileTelephoneUniversalCommunication**.completeNumber,O,string,Мобільний телефон
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**tradeContact**.**emailURIUniversalCommunication**.completeNumber,O,string,Електронна адреса
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**postalTradeAddress**.postCode,O,string,Індекс
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**postalTradeAddress**.streetName,M,string,Адреса (Назва вулиці + номер будівлі)
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**postalTradeAddress**.cityName,M,string,Місто (Назва населеного пункту)
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**postalTradeAddress**.countryID,M,string,Країна (UA)
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**postalTradeAddress**.countrySubDivisionName,O,string,Область та район (за наявності)
3.,**mainCarriageLogisticsTransportMovement**.**specifiedTransportEvents**.**certifyingTradeParties**(RoleCode=WD).**taxRegistration**.id,O,string,РНОКПП відповідальної особи
3.,**deliveryInstructions**.description,O,string,"Опис (вид роботи перевізника: за відрядним тарифом, за погодинним тарифом, за покілометровим тарифом, централізовані перевезення тощо)"
3.,**deliveryInstructions**.descriptionCode,M,string,Код (TRANSPORTATION_TYPE)
3.,**previousAdministrativeReferencedDocument**.typeCode,O,string,"Тип документа, на основі якого складено поточний документ. `Довідник кодів документів <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__"
3.,**previousAdministrativeReferencedDocument**.id,M,string,Відповідає ExchangedDocumentContext.SpecifiedTransactionID попередніх версій
3.,**previousAdministrativeReferencedDocument**.remarks,O,string,Base64 документа попередньої версії
3.,**previousAdministrativeReferencedDocument**.**formattedIssueDateTime**.dateTime,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час складання попереднього ECMR документа
3.,**previousAdministrativeReferencedDocument**.**attachedSpecifiedBinaryFile**.id,M,string,Відповідає document.id із ЦБД еТТН
3.,**previousAdministrativeReferencedDocument**.**attachedSpecifiedBinaryFile**.uriid,M,string,Посилання на документ
3.,**previousAdministrativeReferencedDocument**.**attachedSpecifiedBinaryFile**.MIMECode,O,string,Код `MIME типізації <https://uk.wikipedia.org/wiki/MIME_%D1%82%D0%B8%D0%BF>`__
3.,**previousAdministrativeReferencedDocument**.**attachedSpecifiedBinaryFile**.SizeMeasure,M,Long,Розмір файлу
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CZ).signingPartyRoleCode,M,string,Роль підписанта (Вантажовідправник - CZ). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CZ).partySignature,M,string,Підпис (base64 підпису p7s)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CZ).name,M,string,ПІБ підписанта (відповідальної особи вантажовідправника)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CZ).position,O,string,Посада підписанта (відповідальної особи вантажовідправника)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CZ).**specifiedTaxRegistration**.id,M,string,РНОКПП відповідальної особи вантажовідправника
,**signatureStorage**.**signatures**(SigningPartyRoleCode=DR).signingPartyRoleCode,M,string,Роль підписанта (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
,**signatureStorage**.**signatures**(SigningPartyRoleCode=DR).partySignature,M,string,Підпис (base64 підпису p7s)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=DR).name,M,string,ПІБ підписанта (Водія)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=DR).position,O,string,Посада підписанта (Водія)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=DR).**specifiedTaxRegistration**.id,M,string,РНОКПП підписанта (Водія)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CA).signingPartyRoleCode,M,string,Роль підписанта (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CA).partySignature,M,string,Підпис (base64 підпису p7s)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CA).name,M,string,ПІБ підписанта (відповідальної особи Перевізника)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CA).position,O,string,Посада підписанта (відповідальної особи Перевізника)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CA).**specifiedTaxRegistration**.id,M,string,РНОКПП підписанта (Перевізника)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CN).signingPartyRoleCode,M,string,Роль підписанта (Вантажоодержувач - CN). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CN).partySignature,M,string,Підпис (base64 підпису p7s)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CN).name,M,string,ПІБ підписанта (відповідальної особи Вантажоодержувача)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CN).position,O,string,Посада підписанта (відповідальної особи Вантажоодержувача)
,**signatureStorage**.**signatures**(SigningPartyRoleCode=CN).**specifiedTaxRegistration**.id,M,string,РНОКПП підписанта (Вантажоодержувача)
